date,fear_greed_value
2007-04-27,70.8234652099077
2007-04-28,71.52360445218461
2007-04-29,72.22374369446155
2007-04-30,72.92388293673847
2007-05-01,73.62402217901538
2007-05-02,74.32416142129232
2007-05-03,75.02430066356924
2007-05-04,75.72443990584617
2007-05-05,76.42457914812309
2007-05-06,77.1247183904
2007-05-07,77.1247183904
2007-05-08,86.0215599797
2007-05-09,86.0215599797
2007-05-10,102.68710577
2007-05-11,99.1331759546
2007-05-12,105.7787926858
2007-05-13,112.424409417
2007-05-14,112.424409417
2007-05-15,122.347428756
2007-05-16,125.122395954
2007-05-17,129.891097724
2007-05-18,137.353728364
2007-05-19,140.419082895
2007-05-20,143.484437426
2007-05-21,143.484437426
2007-05-22,147.272416757
2007-05-23,155.348383524
2007-05-24,151.751232219
2007-05-25,144.304032914
2007-05-26,145.20914802966666
2007-05-27,146.11426314533335
2007-05-28,147.019378261
2007-05-29,141.588687567
2007-05-30,141.625984297
2007-05-31,141.71546974866666
2007-06-01,141.80495520033332
2007-06-02,141.89444065200001
2007-06-03,141.98392610366668
2007-06-04,142.07341155533334
2007-06-05,142.162897007
2007-06-06,141.089071587
2007-06-07,146.047521665
2007-06-08,118.556334796
2007-06-09,118.57815843
2007-06-10,118.599982064
2007-06-11,118.599982064
2007-06-12,122.560998287
2007-06-13,122.560998287
2007-06-14,132.753748182
2007-06-15,142.925820975
2007-06-16,146.7500212195
2007-06-17,150.574221464
2007-06-18,150.574221464
2007-06-19,152.060166839
2007-06-20,154.555364869
2007-06-21,149.45439376
2007-06-22,146.95601543
2007-06-23,151.2261763305
2007-06-24,155.496337231
2007-06-25,138.415693629
2007-06-26,128.038761896
2007-06-27,118.972634464
2007-06-28,116.765551938
2007-06-29,112.883439832
2007-06-30,114.2798056418
2007-07-01,115.6761714516
2007-07-02,117.0725372614
2007-07-03,118.4689030712
2007-07-04,119.865268881
2007-07-05,119.865268881
2007-07-06,112.442409354
2007-07-07,113.365887012
2007-07-08,114.28936467000001
2007-07-09,110.595454038
2007-07-10,125.5884045426
2007-07-11,95.6025035334
2007-07-12,104.971653817
2007-07-13,104.971653817
2007-07-14,105.107885765
2007-07-15,105.24411771300001
2007-07-16,104.699189921
2007-07-17,103.849104129
2007-07-18,95.3538217474
2007-07-19,98.0833776817
2007-07-20,92.934920441
2007-07-21,96.37294749520001
2007-07-22,99.8109745494
2007-07-23,86.0588663326
2007-07-24,66.7763777031
2007-07-25,44.7170843375
2007-07-26,9.71281973
2007-07-27,-12.3497465236
2007-07-28,-4.129675909100001
2007-07-29,4.090394705399998
2007-07-30,-28.7898877526
2007-07-31,-28.665417133549997
2007-08-01,-28.540946514499996
2007-08-02,-28.41647589545
2007-08-03,-28.292005276399998
2007-08-04,-28.167534657349997
2007-08-05,-28.043064038299995
2007-08-06,-29.5367114669
2007-08-07,-15.1527254321
2007-08-08,-15.1527254321
2007-08-09,-7.64675734656
2007-08-10,-7.64675734656
2007-08-11,-6.690383146815
2007-08-12,-5.73400894707
2007-08-13,-9.55950574605
2007-08-14,-22.0618445313
2007-08-15,-44.5975252935
2007-08-16,-80.9522455825
2007-08-17,-75.8730014495
2007-08-18,-72.5795330827
2007-08-19,-69.2860647159
2007-08-20,-69.2860647159
2007-08-21,-57.4401356775
2007-08-22,-49.9478636758
2007-08-23,-47.0482167431
2007-08-24,-46.0227121097
2007-08-25,-44.0701232479
2007-08-26,-42.1175343861
2007-08-27,-42.1175343861
2007-08-28,-44.6283031249
2007-08-29,-45.7311333908
2007-08-30,-45.4548817113
2007-08-31,-41.338609010679995
2007-09-01,-37.22233631006
2007-09-02,-33.10606360944
2007-09-03,-28.989790908819998
2007-09-04,-24.873518208199997
2007-09-05,-24.8735182082
2007-09-06,-4.31924366178
2007-09-07,-4.31924366178
2007-09-08,2.86214942586
2007-09-09,10.0435425135
2007-09-10,10.0435425135
2007-09-11,-2.52095898228
2007-09-12,7.765005990959999
2007-09-13,7.76500599096
2007-09-14,14.5213991059
2007-09-15,20.76662691395
2007-09-16,27.011854722
2007-09-17,27.011854722
2007-09-18,39.6000134946
2007-09-19,54.7162349982
2007-09-20,61.8622864335
2007-09-21,71.7295736244
2007-09-22,75.774761931
2007-09-23,79.8199502376
2007-09-24,79.8199502376
2007-09-25,82.335269831
2007-09-26,92.1028031073
2007-09-27,104.099868027
2007-09-28,113.921335651
2007-09-29,114.52785418816667
2007-09-30,115.13437272533334
2007-10-01,115.7408912625
2007-10-02,116.34740979966666
2007-10-03,116.95392833683333
2007-10-04,117.560446874
2007-10-05,117.560446874
2007-10-06,124.69643012699999
2007-10-07,131.83241338
2007-10-08,103.288480368
2007-10-09,106.894844847
2007-10-10,125.974375393
2007-10-11,127.68967443025
2007-10-12,129.40497346749999
2007-10-13,131.12027250475
2007-10-14,132.835571542
2007-10-15,132.835571542
2007-10-16,129.652759657
2007-10-17,129.175354852
2007-10-18,124.729197126
2007-10-19,118.69643807
2007-10-20,122.32336674749999
2007-10-21,125.950295425
2007-10-22,111.442580715
2007-10-23,109.834180532
2007-10-24,104.185255357
2007-10-25,100.18532048
2007-10-26,103.846311893
2007-10-27,107.94570223100001
2007-10-28,112.045092569
2007-10-29,112.045092569
2007-10-30,103.358602882
2007-10-31,105.71718209774
2007-11-01,108.07576131348
2007-11-02,110.43434052922
2007-11-03,112.79291974496
2007-11-04,115.1514989607
2007-11-05,91.5657068033
2007-11-06,78.8574132055
2007-11-07,66.0017242052
2007-11-08,81.39813856220002
2007-11-09,50.6053098482
2007-11-10,56.431084564866666
2007-11-11,62.25685928153334
2007-11-12,68.08263399820001
2007-11-13,33.1279856982
2007-11-14,22.4720686569
2007-11-15,5.42643891198
2007-11-16,-16.7683465602
2007-11-17,-3.7452626413500028
2007-11-18,9.277821277499996
2007-11-19,-42.8145143979
2007-11-20,-68.3421788116
2007-11-21,-90.0512685689
2007-11-22,-86.15800377469999
2007-11-23,-93.9445333631
2007-11-24,-85.48747070515
2007-11-25,-77.03040804720001
2007-11-26,-110.858658679
2007-11-27,-123.639912255
2007-11-28,-115.61666416
2007-11-29,-106.391135945
2007-11-30,-102.25195903435
2007-12-01,-98.1127821237
2007-12-02,-93.97360521305
2007-12-03,-89.8344283024
2007-12-04,-85.69525139174999
2007-12-05,-81.5560744811
2007-12-06,-81.5560744811
2007-12-07,-46.074604895
2007-12-08,-36.24791065505
2007-12-09,-26.4212164151
2007-12-10,-26.4212164151
2007-12-11,-27.1008959331
2007-12-12,-26.305662208857143
2007-12-13,-25.510428484614284
2007-12-14,-24.71519476037143
2007-12-15,-23.91996103612857
2007-12-16,-23.124727311885714
2007-12-17,-22.329493587642858
2007-12-18,-21.5342598634
2007-12-19,-20.73902613915714
2007-12-20,-19.943792414914284
2007-12-21,-19.14855869067143
2007-12-22,-18.35332496642857
2007-12-23,-17.558091242185714
2007-12-24,-16.762857517942855
2007-12-25,-15.9676237937
2007-12-26,-15.172390069457142
2007-12-27,-14.377156345214285
2007-12-28,-13.581922620971428
2007-12-29,-12.78668889672857
2007-12-30,-11.991455172485713
2007-12-31,-11.196221448242856
2008-01-01,-10.400987724
2008-01-02,-10.400987724
2008-01-03,0.5905408841639996
2008-01-04,0.590540884164
2008-01-05,4.801898090196
2008-01-06,9.013255296228
2008-01-07,-7.8321735279
2008-01-08,-1.33068112598
2008-01-09,7.888753906950001
2008-01-10,7.88875390695
2008-01-11,8.547044032673334
2008-01-12,9.205334158396667
2008-01-13,9.86362428412
2008-01-14,9.86362428412
2008-01-15,-4.14170058361
2008-01-16,-15.896770267
2008-01-17,-32.3381584895
2008-01-18,-59.5474172397
2008-01-19,-44.21719365893334
2008-01-20,-28.886970078166677
2008-01-21,-13.556746497400013
2008-01-22,-105.538087982
2008-01-23,-117.972384357
2008-01-24,-113.169548088
2008-01-25,-104.250198107
2008-01-26,-102.555672224
2008-01-27,-100.861146341
2008-01-28,-100.861146341
2008-01-29,-95.9058064396
2008-01-30,-88.9115233971
2008-01-31,-80.0531272359
2008-02-01,-80.0531272359
2008-02-02,-70.7795353834
2008-02-03,-61.5059435309
2008-02-04,-61.5059435309
2008-02-05,-53.6552929191
2008-02-06,-56.8319526808
2008-02-07,-68.45527782
2008-02-08,-65.6537493388
2008-02-09,-62.8522208576
2008-02-10,-60.0506923764
2008-02-11,-57.2491638952
2008-02-12,-54.447635414
2008-02-13,-54.447635414
2008-02-14,-33.2452041267
2008-02-15,-21.9569499894
2008-02-16,-15.168325995396668
2008-02-17,-8.379702001393333
2008-02-18,-1.5910780073899993
2008-02-19,-1.59107800739
2008-02-20,12.4447480843
2008-02-21,26.4512461915
2008-02-22,32.3048663502
2008-02-23,36.4855417384
2008-02-24,40.6662171266
2008-02-25,40.6662171266
2008-02-26,54.2498545561
2008-02-27,64.42022924
2008-02-28,65.659384251575
2008-02-29,66.89853926315
2008-03-01,68.13769427472499
2008-03-02,69.3768492863
2008-03-03,69.3768492863
2008-03-04,83.0727665882
2008-03-05,92.5321141986
2008-03-06,92.5321141986
2008-03-07,73.1816948588
2008-03-08,82.57466335859999
2008-03-09,91.9676318584
2008-03-10,54.3957578592
2008-03-11,60.5536828969
2008-03-12,67.7577598674
2008-03-13,53.3496059264
2008-03-14,42.8949974141
2008-03-15,58.61750551144999
2008-03-16,74.34001360879999
2008-03-17,11.4499812194
2008-03-18,10.9732300295
2008-03-19,14.7630464206
2008-03-20,16.4432970164
2008-03-21,18.838116973266665
2008-03-22,21.232936930133334
2008-03-23,23.627756887
2008-03-24,23.627756887
2008-03-25,33.790856846
2008-03-26,41.2976991748
2008-03-27,44.7539833559
2008-03-28,36.6849935017
2008-03-29,40.78400406843333
2008-03-30,44.88301463516667
2008-03-31,48.9820252019
2008-04-01,24.3879618015
2008-04-02,30.3541653385
2008-04-03,28.5380542392
2008-04-04,38.0342279027
2008-04-05,39.135350051900005
2008-04-06,40.23647220110001
2008-04-07,41.33759435030001
2008-04-08,34.7308614551
2008-04-09,22.9628877046
2008-04-10,23.06419732
2008-04-11,23.06419732
2008-04-12,26.7713774346
2008-04-13,30.4785575492
2008-04-14,30.4785575492
2008-04-15,38.5485946447
2008-04-16,54.3262347798
2008-04-17,65.0860694722
2008-04-18,81.9002328873
2008-04-19,90.10549339275
2008-04-20,98.3107538982
2008-04-21,98.3107538982
2008-04-22,115.893610186
2008-04-23,115.181752718
2008-04-24,124.269854186
2008-04-25,133.811686894
2008-04-26,141.6380966085
2008-04-27,149.464506323
2008-04-28,149.464506323
2008-04-29,163.028466753
2008-04-30,168.988163654
2008-05-01,174.947860555
2008-05-02,174.947860555
2008-05-03,175.4220789145
2008-05-04,175.896297274
2008-05-05,175.896297274
2008-05-06,180.90372072
2008-05-07,186.744187998
2008-05-08,175.063253442
2008-05-09,166.888569533
2008-05-10,167.93592914666667
2008-05-11,168.98328876033335
2008-05-12,170.030648374
2008-05-13,163.746490692
2008-05-14,162.389508293
2008-05-15,159.81573606
2008-05-16,165.484499251
2008-05-17,167.67594748149997
2008-05-18,169.867395712
2008-05-19,169.867395712
2008-05-20,166.609567705
2008-05-21,166.301290855
2008-05-22,161.524872698
2008-05-23,161.988438702
2008-05-24,162.08473248066667
2008-05-25,162.18102625933332
2008-05-26,162.277320038
2008-05-27,162.277320038
2008-05-28,162.950971722
2008-05-29,157.974269814
2008-05-30,153.521424918
2008-05-31,157.7433439505
2008-06-01,161.965262983
2008-06-02,145.077586853
2008-06-03,127.549496926
2008-06-04,131.226256523
2008-06-05,131.226256523
2008-06-06,123.629272763
2008-06-07,148.0908411496667
2008-06-08,172.55240953633336
2008-06-09,197.01397792300003
2008-06-10,50.244567603
2008-06-11,51.5801142109
2008-06-12,53.0870404596
2008-06-13,53.0870404596
2008-06-14,53.98869227225
2008-06-15,54.8903440849
2008-06-16,54.8903440849
2008-06-17,57.9568140252
2008-06-18,48.933523279
2008-06-19,46.855489097
2008-06-20,40.5802995495
2008-06-21,43.74375599334999
2008-06-22,46.907212437199995
2008-06-23,34.2533866618
2008-06-24,21.4840133492
2008-06-25,15.1648913303
2008-06-26,-2.34485782302
2008-06-27,-24.5942212449
2008-06-28,-19.61546998306667
2008-06-29,-14.636718721233338
2008-06-30,-9.657967459400005
2008-07-01,-39.5304750304
2008-07-02,-40.6536568645
2008-07-03,-46.323787553
2008-07-04,-39.28313643253333
2008-07-05,-32.24248531206667
2008-07-06,-25.2018341916
2008-07-07,-67.4457409144
2008-07-08,-63.2512129223
2008-07-09,-20.894739154600003
2008-07-10,-105.60768669
2008-07-11,-103.605940543
2008-07-12,-93.6081259025
2008-07-13,-83.61031126200001
2008-07-14,-123.601569824
2008-07-15,-159.464174049
2008-07-16,-147.92408454
2008-07-17,-128.714166201
2008-07-18,-115.703172061
2008-07-19,-105.8270247875
2008-07-20,-95.950877514
2008-07-21,-95.950877514
2008-07-22,-78.3833850863
2008-07-23,-61.594612334
2008-07-24,-51.0015272826
2008-07-25,-46.0039002673
2008-07-26,-44.7355605331
2008-07-27,-43.467220798899994
2008-07-28,-48.5405797357
2008-07-29,-49.0589172911
2008-07-30,-41.776945451
2008-07-31,-32.189120834600004
2008-08-01,-51.3647700674
2008-08-02,-45.27000412845
2008-08-03,-39.1752381895
2008-08-04,-39.1752381895
2008-08-05,-24.3623373772
2008-08-06,-20.6681413887
2008-08-07,-28.0565333657
2008-08-08,-9.98427208999
2008-08-09,-5.659794962262501
2008-08-10,-1.335317834535001
2008-08-11,2.9891592931924986
2008-08-12,7.313636420919998
2008-08-13,7.31363642092
2008-08-14,25.2460297709
2008-08-15,38.6137138642
2008-08-16,44.53217272105
2008-08-17,50.4506315779
2008-08-18,50.4506315779
2008-08-19,52.0907038242
2008-08-20,59.8255068569
2008-08-21,65.6486930087
2008-08-22,74.0784312194
2008-08-23,77.28607951104999
2008-08-24,80.4937278027
2008-08-25,80.4937278027
2008-08-26,86.4661877559
2008-08-27,83.4515148778
2008-08-28,80.8678283274
2008-08-29,78.2923316956
2008-08-30,81.84887073474
2008-08-31,85.40540977388
2008-09-01,88.96194881302
2008-09-02,92.51848785215999
2008-09-03,96.0750268913
2008-09-04,60.5096364999
2008-09-05,52.0096227139
2008-09-06,56.1783345492
2008-09-07,60.3470463845
2008-09-08,64.5157582198
2008-09-09,39.503487208
2008-09-10,-33.6545824996
2008-09-11,-27.410017171199996
2008-09-12,-21.165451842799996
2008-09-13,-14.920886514399996
2008-09-14,-8.676321185999996
2008-09-15,-58.6328438132
2008-09-16,-85.6486531356
2008-09-17,-128.129936403
2008-09-18,-153.277953434
2008-09-19,-113.781728279
2008-09-20,-102.5136069957
2008-09-21,-91.2454857124
2008-09-22,-91.2454857124
2008-09-23,-85.0494019305
2008-09-24,-76.7037212186
2008-09-25,-67.5045133193
2008-09-26,-64.696557233
2008-09-27,-42.32564740899999
2008-09-28,-19.95473758499999
2008-09-29,-109.438376881
2008-09-30,-96.9390203151
2008-10-01,-96.9390203151
2008-10-02,-85.50108575219998
2008-10-03,-108.376954878
2008-10-04,-99.9612541175
2008-10-05,-91.54555335700002
2008-10-06,-125.208356399
2008-10-07,-150.520934967
2008-10-08,-125.45177293799998
2008-10-09,-175.590096996
2008-10-10,-282.902192367
2008-10-11,-269.83458343350003
2008-10-12,-256.7669745
2008-10-13,-256.7669745
2008-10-14,-230.336061448
2008-10-15,-228.892315851
2008-10-16,-225.302714917
2008-10-17,-208.23966214
2008-10-18,-200.2773326995
2008-10-19,-192.315003259
2008-10-20,-192.315003259
2008-10-21,-175.675167936
2008-10-22,-189.691755947
2008-10-23,-214.793928589
2008-10-24,-250.014443895
2008-10-25,-246.78816471
2008-10-26,-243.56188552499998
2008-10-27,-256.467002265
2008-10-28,-247.566779151
2008-10-29,-208.951342548
2008-10-30,-181.009027658
2008-10-31,-176.100006373
2008-11-01,-171.190985088
2008-11-02,-166.281963803
2008-11-03,-166.281963803
2008-11-04,-147.436334542
2008-11-05,-141.441840738
2008-11-06,-153.430828346
2008-11-07,-175.896357428
2008-11-08,-174.90453004666665
2008-11-09,-173.91270266533334
2008-11-10,-172.920875284
2008-11-11,-172.920875284
2008-11-12,-170.382215278
2008-11-13,-170.382215278
2008-11-14,-151.599845754
2008-11-15,-142.186204201
2008-11-16,-132.772562648
2008-11-17,-132.772562648
2008-11-18,-120.148626391
2008-11-19,-137.832042099
2008-11-20,-189.198495374
2008-11-21,-206.393592288
2008-11-22,-199.40213530350002
2008-11-23,-192.410678319
2008-11-24,-192.410678319
2008-11-25,-184.037893386
2008-11-26,-144.944518866
2008-11-27,-122.744854021
2008-11-28,-122.744854021
2008-11-29,-117.86288993066667
2008-11-30,-112.98092584033333
2008-12-01,-108.09896175
2008-12-02,-137.390746292
2008-12-03,-139.164698332
2008-12-04,-119.563431408
2008-12-05,-119.563431408
2008-12-06,-103.53311391554999
2008-12-07,-87.5027964231
2008-12-08,-87.5027964231
2008-12-09,-62.982475505
2008-12-10,-36.995193017999995
2008-12-11,-88.969757992
2008-12-12,-87.12086992145
2008-12-13,-85.2719818509
2008-12-14,-83.42309378035
2008-12-15,-81.5742057098
2008-12-16,-79.72531763925
2008-12-17,-77.8764295687
2008-12-18,-76.02754149815
2008-12-19,-74.1786534276
2008-12-20,-72.32976535705001
2008-12-21,-70.4808772865
2008-12-22,-68.63198921595
2008-12-23,-66.7831011454
2008-12-24,-64.93421307484999
2008-12-25,-63.0853250043
2008-12-26,-61.23643693375
2008-12-27,-59.387548863199996
2008-12-28,-57.53866079265
2008-12-29,-55.6897727221
2008-12-30,-53.84088465155
2008-12-31,-51.991996581
2009-01-01,-50.14310851045
2009-01-02,-48.2942204399
2009-01-03,-46.44533236935
2009-01-04,-44.5964442988
2009-01-05,-44.5964442988
2009-01-06,29.5502461014
2009-01-07,64.9240295575
2009-01-08,73.8082202271
2009-01-09,73.8082202271
2009-01-10,78.66373673843333
2009-01-11,83.51925324976666
2009-01-12,88.3747697611
2009-01-13,59.2416706931
2009-01-14,70.0411108663
2009-01-15,66.0385720251
2009-01-16,63.8710848045
2009-01-17,64.15469932816667
2009-01-18,64.43831385183333
2009-01-19,64.7219283755
2009-01-20,63.0202412335
2009-01-21,63.101930113
2009-01-22,60.3293508683
2009-01-23,65.2102812131
2009-01-24,68.9993412381
2009-01-25,72.7884012631
2009-01-26,72.7884012631
2009-01-27,81.0159426786
2009-01-28,96.8297193822
2009-01-29,116.921089766
2009-01-30,123.026609714
2009-01-31,125.6928015645
2009-02-01,128.358993415
2009-02-02,128.358993415
2009-02-03,131.492806499
2009-02-04,158.477848433
2009-02-05,191.642884294
2009-02-06,191.642884294
2009-02-07,205.2985661955
2009-02-08,218.954248097
2009-02-09,218.954248097
2009-02-10,229.05383284
2009-02-11,230.014267882
2009-02-12,234.94768662700002
2009-02-13,225.080849137
2009-02-14,236.511051272
2009-02-15,247.941253407
2009-02-16,259.37145554200004
2009-02-17,190.790242732
2009-02-18,155.212050197
2009-02-19,125.502643408
2009-02-20,96.0373783457
2009-02-21,109.32803488050001
2009-02-22,122.6186914153
2009-02-23,69.4560652761
2009-02-24,57.0302898395
2009-02-25,63.155858515
2009-02-26,66.9934679994
2009-02-27,71.9294371942
2009-02-28,73.55604567750001
2009-03-01,75.1826541608
2009-03-02,75.1826541608
2009-03-03,51.0404523683
2009-03-04,67.8933904921
2009-03-05,80.7711173833
2009-03-06,55.0156636009
2009-03-07,60.76846241049999
2009-03-08,66.5212612201
2009-03-09,43.5100659817
2009-03-10,44.4372465631
2009-03-11,44.4372465631
2009-03-12,47.14548527419999
2009-03-13,41.729007852
2009-03-14,44.5012210604
2009-03-15,47.2734342688
2009-03-16,47.2734342688
2009-03-17,60.3530673751
2009-03-18,58.7574261987
2009-03-19,58.22621284
2009-03-20,51.0178349223
2009-03-21,51.0963177878
2009-03-22,51.1748006533
2009-03-23,50.8608691913
2009-03-24,48.8307139484
2009-03-25,65.1514575935
2009-03-26,80.7901783085
2009-03-27,88.7355161947
2009-03-28,91.72471051355
2009-03-29,94.71390483239999
2009-03-30,82.757127557
2009-03-31,91.1670664911
2009-04-01,99.5770054252
2009-04-02,99.5770054252
2009-04-03,118.925630205
2009-04-04,138.30872470399999
2009-04-05,157.691819203
2009-04-06,157.691819203
2009-04-07,172.850627503
2009-04-08,172.850627503
2009-04-09,197.303056426
2009-04-10,204.47844368366668
2009-04-11,211.65383094133333
2009-04-12,218.829218199
2009-04-13,218.829218199
2009-04-14,247.449091345
2009-04-15,271.139603256
2009-04-16,287.646247454
2009-04-17,324.443817505
2009-04-18,332.26219303050004
2009-04-19,340.080568556
2009-04-20,340.080568556
2009-04-21,358.194279765
2009-04-22,353.35731018
2009-04-23,352.210097616
2009-04-24,346.864019403
2009-04-25,351.046990154
2009-04-26,355.229960905
2009-04-27,338.498077901
2009-04-28,330.673447784
2009-04-29,320.247482987
2009-04-30,323.417714442
2009-05-01,323.417714442
2009-05-02,324.7166781753333
2009-05-03,326.0156419086666
2009-05-04,327.31460564199995
2009-05-05,319.520823242
2009-05-06,328.157559238
2009-05-07,336.074316728
2009-05-08,336.074316728
2009-05-09,339.2924008865
2009-05-10,342.510485045
2009-05-11,342.510485045
2009-05-12,344.115695394
2009-05-13,344.115695394
2009-05-14,339.173325381
2009-05-15,325.999522444
2009-05-16,331.46581096899996
2009-05-17,336.93209949399994
2009-05-18,315.066945394
2009-05-19,310.284022621
2009-05-20,309.752406222
2009-05-21,311.62686375
2009-05-22,301.251375991
2009-05-23,301.268042886
2009-05-24,301.284709781
2009-05-25,301.301376676
2009-05-26,301.301376676
2009-05-27,310.533839618
2009-05-28,312.049376882
2009-05-29,306.101690478
2009-05-30,307.8762421655
2009-05-31,309.650793853
2009-06-01,309.650793853
2009-06-02,327.193660008
2009-06-03,315.108709122
2009-06-04,325.628094091
2009-06-05,334.624521139
2009-06-06,337.0503598925
2009-06-07,339.476198646
2009-06-08,339.476198646
2009-06-09,353.750349044
2009-06-10,353.750349044
2009-06-11,348.201096928
2009-06-12,354.0533260896667
2009-06-13,359.9055552513334
2009-06-14,365.7577844130001
2009-06-15,330.644409443
2009-06-16,301.845117823
2009-06-17,278.609356498
2009-06-18,259.835495306
2009-06-19,239.034243735
2009-06-20,252.88197700199999
2009-06-21,266.72971026899995
2009-06-22,211.338777201
2009-06-23,192.073581347
2009-06-24,180.734258035
2009-06-25,180.069526509
2009-06-26,180.081380698
2009-06-27,181.417045278
2009-06-28,182.752709858
2009-06-29,182.752709858
2009-06-30,192.66894519000002
2009-07-01,172.836474526
2009-07-02,176.17243381059998
2009-07-03,179.50839309519998
2009-07-04,182.8443523798
2009-07-05,186.1803116644
2009-07-06,189.516270949
2009-07-07,156.156678103
2009-07-08,131.194828538
2009-07-09,148.14367134
2009-07-10,114.245985736
2009-07-11,121.5012018061
2009-07-12,128.75641787619998
2009-07-13,99.7355535958
2009-07-14,81.2846935004
2009-07-15,79.5901787432
2009-07-16,81.4021881588
2009-07-17,83.707148155
2009-07-18,84.02298745025
2009-07-19,84.3388267455
2009-07-20,83.0754695645
2009-07-21,81.239281091
2009-07-22,79.4783597599
2009-07-23,84.2372606794
2009-07-24,89.401186032
2009-07-25,94.68190622945
2009-07-26,99.9626264269
2009-07-27,99.9626264269
2009-07-28,113.433497223
2009-07-29,130.517040883
2009-07-30,140.929890521
2009-07-31,146.05159922075
2009-08-01,151.1733079205
2009-08-02,156.29501662025
2009-08-03,161.41672532
2009-08-04,161.41672532
2009-08-05,184.458929056
2009-08-06,196.794331263
2009-08-07,206.898899153
2009-08-08,217.5171563175
2009-08-09,228.135413482
2009-08-10,228.135413482
2009-08-11,228.2442627955
2009-08-12,228.353112109
2009-08-13,228.353112109
2009-08-14,235.714767457
2009-08-15,237.8136489895
2009-08-16,239.912530522
2009-08-17,231.517004392
2009-08-18,234.76382423
2009-08-19,242.925118813
2009-08-20,247.446050214
2009-08-21,263.806168621
2009-08-22,266.123948111
2009-08-23,268.441727601
2009-08-24,268.441727601
2009-08-25,263.873316754
2009-08-26,245.508883203
2009-08-27,234.299560011
2009-08-28,217.842955502
2009-08-29,223.474522259
2009-08-30,229.106089016
2009-08-31,234.737655773
2009-09-01,200.948255231
2009-09-02,179.247650191
2009-09-03,133.292822815
2009-09-04,123.395516152
2009-09-05,124.1873968765
2009-09-06,124.979277601
2009-09-07,125.7711583255
2009-09-08,126.56303905
2009-09-09,126.56303905
2009-09-10,132.537639132
2009-09-11,136.475847674
2009-09-12,140.022165078
2009-09-13,143.568482482
2009-09-14,143.568482482
2009-09-15,145.625130935
2009-09-16,150.662231411
2009-09-17,149.095070015
2009-09-18,147.571257952
